DataZone,Name,TotPop2011,ResPop2011,HHCnt2011,StdAreaHa,StdAreaKm2,Shape_Leng,Shape_Area,Intermediate_Zone,Council_area,Total_population,Working_Age_population,income_count,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,overcrowded_count,nocentralheating_count,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband,cluster
S01008499,Gorgie East - 03,996,996,591,15.020053,0.1502,2728.0575276,150200.537516,Gorgie East,City of Edinburgh,1068,951,90,65,85,51,77,61,12,0,58,,,54,15,3,22,372,123,2.029151606,1.83440261,1.395549699,1.407757009,2.2999749,2.373965517,3.126611446,4.422419679,5.231962851,0,2
S01008500,Gorgie East - 04,402,402,209,1.554898,0.015549,570.683444948,15548.974246,Gorgie East,City of Edinburgh,486,421,104,74,190,316,489,167,19,0,173,80,5.07,128,13,8,22,124,7,2.704757463,2.607257463,1.85721393,1.649411765,2.656125622,3.021972477,4.916579602,5.711579602,6.389179104,0,4
S01008501,Gorgie East - 05,607,607,316,2.371992,0.023719,966.854542151,23719.9148445,Gorgie East,City of Edinburgh,661,568,35,22,45,56,41,94,8,0,38,,,31,0,2,6,92,11,3.033509061,2.936919275,1.629151565,1.845,2.347055189,3.274761905,5.658846787,5.12562603,6.377355848,0,2
S01008502,Shandon - 01,635,635,373,2.844028,0.02844,924.721379016,28440.2880895,Shandon,City of Edinburgh,719,642,16,9,25,25,0,45,9,13,30,,,36,11,3,15,160,46,2.676161417,3.41488189,1.490948819,3.533450704,1.928023622,3.542021277,7.140429134,4.913188976,4.370519685,0,2
S01008503,Shandon - 02,833,833,443,7.579321,0.075793,1584.43259959,46493.5103114,Shandon,City of Edinburgh,945,804,30,13,25,13,41,63,11,0,42,86,,25,6,7,13,127,39,2.604531813,2.321569628,2.281920768,2.244390244,1.776326531,3.691527778,4.910648259,6.506596639,4.246137455,0,2
S01008504,Shandon - 03,1112,1107,543,8.863738,0.088638,2099.02997497,88637.369783,Shandon,City of Edinburgh,1120,825,23,21,25,22,0,44,11,3,42,95,6.35,26,3,16,22,113,46,3.053720773,2.875058453,3.041366906,2.035472973,2.272369604,3.975357143,7.146582734,8.865876799,6.268619604,0,2
S01008505,Shandon - 04,711,711,330,4.227311,0.042273,1218.96391452,42273.1134955,Shandon,City of Edinburgh,726,515,15,8,30,10,0,90,13,4,64,,6.17,22,2,20,3,35,22,3.165344585,2.605833333,2.804490155,1.57604,2.337299578,3.529435484,6.485070323,8.126490858,6.585274262,0,2
S01008506,Shandon - 05,854,788,442,18.970364,0.189704,2307.27678334,189703.643353,Shandon,City of Edinburgh,918,553,27,12,45,170,15,126,17,9,69,,6.38,16,0,16,10,81,28,4.340111241,2.554496487,3.149127635,1.729488636,3.462661007,2.736885965,6.342997658,7.283597775,8.058384075,3,2
S01008507,Shandon - 06,897,755,386,11.056335,0.110563,1987.27610386,110563.358045,Shandon,City of Edinburgh,964,798,31,22,40,54,101,68,15,0,55,90,6,27,0,4,22,74,26,3.884392419,1.765671683,2.648483835,2.427075472,3.132703456,3.626885246,4.356928651,6.608333333,7.604782609,0,2
S01008508,Craiglockhart - 01,851,847,358,20.887478,0.208876,3944.00175123,208874.77646,Craiglockhart,City of Edinburgh,870,534,11,4,25,13,0,82,11,0,51,93,6.24,16,0,23,10,20,6,5.246380729,4.086037015,2.346272033,2.664518519,4.615255582,3.213960396,7.596460047,6.812820212,11.0070329,0,3
S01008509,Craiglockhart - 02,994,994,509,33.71957,0.337196,4040.93193511,366495.400167,Craiglockhart,City of Edinburgh,983,566,17,10,35,35,16,47,13,6,58,,6.78,25,0,29,23,61,6,5.400528169,4.61277666,1.612391851,3.696907631,5.541690141,3.749148148,8.249554829,5.63806841,12.24044769,0,3
S01008510,Craiglockhart - 03,906,904,390,24.491088,0.244911,3588.87337912,244910.895975,Craiglockhart,City of Edinburgh,907,586,15,13,35,12,17,71,11,3,51,,6.44,31,0,12,21,55,11,2.639873068,4.865397351,3.402201987,4.020284553,3.281067881,5.803736842,8.372168874,7.311948124,7.064718543,0,3
S01008511,Craiglockhart - 04,881,879,358,66.547463,0.665475,6297.01254954,665474.617583,Craiglockhart,City of Edinburgh,941,537,13,7,30,114,93,60,10,10,60,,5,21,0,31,35,18,6,3.317332577,3.829259364,2.83072361,3.922408759,4.915533485,4.119821429,6.280422815,6.45104143,9.052673099,2,3
S01008512,Craiglockhart - 05,505,505,201,14.453311,0.144533,1880.31412953,144533.104564,Craiglockhart,City of Edinburgh,522,320,0,3,20,21,0,46,12,0,53,,6.29,13,0,27,9,6,2,3.391450495,3.270792079,3.282455446,4.395285714,4.322668317,3.530104167,7.680316832,8.135618812,9.035737624,0,3
S01008513,Craiglockhart - 06,706,669,258,33.69058,0.336906,3845.81265872,336905.792522,Craiglockhart,City of Edinburgh,805,453,10,5,40,24,0,106,13,0,59,,5.5,30,0,30,9,23,4,2.908594193,2.414217422,3.613342776,3.538736842,5.701165014,2.716404959,7.331338527,8.231338527,14.50620751,6,3
S01008514,Morningside and Craighouse - 01,934,877,397,58.849208,0.588492,4108.20409548,588492.080625,Morningside and Craighouse,City of Edinburgh,993,563,34,24,50,32,53,130,16,3,60,,5.88,17,4,21,20,21,9,4.605315846,4.149745717,3.970998394,3.135743405,5.175554069,5.051718062,8.385422912,8.255230193,9.083501071,1,3
S01008515,Morningside and Craighouse - 02,747,747,297,9.467303,0.094673,1521.44850934,94673.02743,Morningside and Craighouse,City of Edinburgh,819,548,13,4,20,5,17,52,9,0,50,94,6.47,14,0,21,15,35,14,4.118781794,3.351151272,3.321629853,2.817633929,4.406512718,5.12853211,6.276894244,6.11246988,6.985890228,0,2
S01008516,Morningside and Craighouse - 03,901,901,592,8.275469,0.082755,2106.35144293,82754.696214,Morningside and Craighouse,City of Edinburgh,1063,796,56,47,50,70,83,52,16,3,61,90,5.57,37,0,8,14,205,94,5.39709212,3.40595172,3.377755272,3.937578348,4.45845172,4.661117021,5.82267758,5.766870144,6.641071032,0,2
S01008517,Morningside and Craighouse - 04,860,860,463,13.090627,0.130907,1867.55026579,125467.406377,Morningside and Craighouse,City of Edinburgh,914,672,28,14,40,33,13,49,13,3,49,90,6.25,17,5,8,10,110,18,4.24105814,1.868924419,1.803729651,2.515737327,2.889997093,5.950405405,3.383377907,3.568430233,4.508360465,0,2
S01008518,Morningside and Craighouse - 05,905,905,378,9.565121,0.095651,1839.34553832,95651.1989726,Morningside and Craighouse,City of Edinburgh,905,603,9,8,25,64,16,72,10,3,60,95,6.11,13,1,28,10,60,19,2.979060773,2.941381215,2.912638122,1.738195266,3.999132597,6.297845528,5.481740331,5.307668508,6.182668508,0,2
S01008519,Greenbank and The Braids - 01,809,809,324,12.980039,0.1298,2236.18476722,129800.383139,Greenbank and The Braids,City of Edinburgh,835,509,11,8,25,9,19,41,10,0,64,,6.38,12,0,32,9,35,13,3.050216316,3.735361557,3.640846724,1.937136564,4.790278121,6.23545977,7.304011125,7.194320148,8.149462299,0,2
S01008520,Greenbank and The Braids - 02,1076,1076,433,50.225686,0.502257,6662.36824775,507695.729056,Greenbank and The Braids,City of Edinburgh,1089,619,13,10,20,13,0,53,10,4,61,95,6.42,13,1,40,18,24,1,2.366398699,2.630999071,4.100144052,2.983444976,5.282421004,7.686702786,8.797267658,9.554484201,10.21780901,0,3
S01008521,Greenbank and The Braids - 03,907,902,338,37.318877,0.373189,2816.6701867,373188.767255,Greenbank and The Braids,City of Edinburgh,916,523,14,8,20,12,0,50,8,7,48,,6.44,17,0,26,9,17,4,3.442985116,4.738219405,3.506193495,3.180041494,6.663710033,6.482435233,8.253528115,7.948106395,9.081251378,0,3
S01008522,Greenbank and The Braids - 04,532,532,228,11.001068,0.110012,1918.93480779,110010.677647,Greenbank and The Braids,City of Edinburgh,515,319,7,2,25,21,0,45,13,10,44,,6.45,3,0,31,5,5,0,4.253106203,4.749022556,3.082753759,3.801533333,6.319863722,5.768676471,11.76664944,11.61965695,11.93174342,11,3
S01008523,Greenbank and The Braids - 05,967,967,434,24.801147,0.248012,2368.33175239,248011.476862,Greenbank and The Braids,City of Edinburgh,1004,598,9,6,15,11,0,34,11,7,45,87,,10,0,31,8,24,6,5.242021717,5.75475698,3.963125646,4.488896714,7.195341262,6.301396396,14.20216132,14.06022751,14.97921923,0,3
S01008524,Colinton Mains and Firrhill - 01,867,863,442,13.539937,0.1354,2841.02564571,135399.354184,Colinton Mains and Firrhill,City of Edinburgh,911,645,205,104,150,134,445,119,21,17,128,76,4.68,126,6,6,33,172,37,4.239622261,4.074622261,2.904175317,2.611341991,8.377185698,5.541733871,11.46539216,9.247185698,13.54485006,0,2
S01008525,Colinton Mains and Firrhill - 02,775,775,380,18.877063,0.18877,3439.09648787,188770.619776,Colinton Mains and Firrhill,City of Edinburgh,862,521,179,74,150,150,112,78,20,3,94,74,5.09,95,3,13,43,90,13,3.1352,3.11136129,1.814548387,2.243495146,8.367225806,4.390545171,7.795083871,5.981096774,15.60134194,0,2
S01008526,Colinton Mains and Firrhill - 03,850,846,448,25.828166,0.258284,3059.67123706,258281.652356,Colinton Mains and Firrhill,City of Edinburgh,872,541,107,42,85,98,67,88,21,2,79,89,5.5,88,8,7,61,92,23,1.865876471,1.731961765,1.762732353,2.127937853,7.733897059,2.942376238,4.463132353,4.446102941,14.63868235,0,2
S01008527,Colinton Mains and Firrhill - 04,726,726,333,9.115307,0.091154,1556.30400332,91153.0819816,Colinton Mains and Firrhill,City of Edinburgh,739,508,44,23,60,59,19,55,17,2,62,87,5.22,59,3,8,13,99,17,2.540365014,2.652751377,1.31357438,2.49547619,8.831325758,4.423,4.334249311,2.872389807,14.55030303,0,2
S01008528,Colinton Mains and Firrhill - 05,720,720,304,8.023643,0.080237,1440.97741912,80236.4368555,Colinton Mains and Firrhill,City of Edinburgh,691,445,57,28,70,6,69,61,15,0,57,86,5.69,72,1,10,11,81,16,3.032621528,3.307680556,1.959802083,3.160425532,8.541899306,4.86958042,6.664034722,5.542118056,16.60430556,0,2
S01008529,Oxgangs - 01,724,724,349,11.45546,0.114554,1985.61961298,114554.597363,Oxgangs,City of Edinburgh,737,507,68,45,90,60,59,69,16,9,87,88,5.46,65,7,6,16,80,33,2.129354282,3.173497928,1.933725829,3.232017045,7.357175414,5.157311321,6.659267956,5.928743094,14.62992403,0,2
S01008530,Oxgangs - 02,724,724,369,7.907071,0.079071,1509.1899249,79070.7123145,Oxgangs,City of Edinburgh,708,471,213,106,160,251,658,83,20,7,105,74,5.11,130,5,4,46,150,26,3.03695442,3.221208564,1.327624309,2.339101382,7.625155387,4.755300752,6.71359116,4.198480663,12.40701657,0,2
S01008531,Oxgangs - 03,748,748,394,13.321874,0.133218,2291.08146575,133218.738995,Oxgangs,City of Edinburgh,758,478,129,72,125,128,252,122,21,3,90,84,5.31,138,7,4,27,111,19,3.598897059,3.516684492,2.206597594,2.335721154,8.155257353,5.303119266,8.936885027,7.07697861,12.67421791,0,2
S01008532,Oxgangs - 04,443,443,213,7.272522,0.072726,1438.96894851,72725.2208574,Oxgangs,City of Edinburgh,463,273,82,26,105,76,106,58,15,14,100,82,5.41,112,5,5,17,37,14,3.219407449,3.303814898,1.141941309,3.22347619,7.219943567,5.449487179,7.430767494,2.999751693,15.48345372,0,2
S01008533,Comiston and Swanston - 01,549,541,179,13.771662,0.137717,2379.47785845,137716.624343,Comiston and Swanston,City of Edinburgh,258,188,10,14,80,75,70,92,13,9,102,80,,79,0,8,18,37,1,2.154084699,3.219084699,2.353879781,3.922142857,7.257317851,5.580147059,8.726593807,6.82557377,16.32419854,0,2
S01008534,Comiston and Swanston - 02,723,723,274,16.758618,0.167587,2139.33552623,167586.179171,Comiston and Swanston,City of Edinburgh,634,417,12,8,35,63,22,54,12,8,68,90,5.96,29,1,20,11,29,0,1.469636929,3.293025588,3.139011065,3.35481982,6.690186722,5.690480769,13.9592462,12.03375519,21.53037344,0,3
S01008535,Comiston and Swanston - 03,709,709,284,18.763685,0.187637,2439.30689616,187636.851661,Comiston and Swanston,City of Edinburgh,713,429,10,9,45,63,0,38,12,0,71,,6.63,29,0,21,7,15,2,2.771205924,3.799037377,2.87045134,4.271528926,6.406346968,6.583539326,9.186685472,7.866964034,17.22072638,0,2
S01008536,Comiston and Swanston - 04,569,569,263,12.798596,0.127986,2068.87890224,127985.957605,Comiston and Swanston,City of Edinburgh,577,321,9,6,45,13,0,66,15,6,75,,6.6,34,0,22,11,6,8,2.862781195,2.426673989,1.897737258,3.907040816,6.506410369,6.194927536,7.65043058,6.504780316,16.05853251,0,3
S01008537,Comiston and Swanston - 05,673,673,280,14.739441,0.147394,2128.08488562,147394.402534,Comiston and Swanston,City of Edinburgh,659,366,0,6,20,0,30,60,11,11,50,,6.77,20,0,28,3,15,6,2.59077266,3.327228826,3.023945022,4.056865079,6.09320951,6.774166667,10.41928678,9.911002972,19.33992571,0,3
S01008538,Comiston and Swanston - 06,542,542,242,17.427054,0.174271,2786.74859486,174270.539482,Comiston and Swanston,City of Edinburgh,585,326,6,3,30,12,0,39,14,9,68,,6.2,17,0,24,7,6,9,3.228962177,1.945816421,3.113182657,4.430230769,6.609035978,7.025555556,6.457315498,8.553095018,13.98122232,0,3
S01008539,Comiston and Swanston - 07,837,833,346,25.728311,0.257283,2986.6357926,257283.105434,Comiston and Swanston,City of Edinburgh,830,515,16,10,25,0,22,64,14,0,52,93,6.31,12,1,22,24,14,14,3.796741338,1.767550777,3.823243728,3.401772152,7.614304062,6.997474227,6.24004779,12.12535842,13.24335723,0,3
S01008540,Comiston and Swanston - 08,861,861,373,24.93545,0.249355,2717.13521535,249354.502044,Comiston and Swanston,City of Edinburgh,897,503,10,11,30,8,40,68,12,2,47,92,5.8,21,2,33,20,12,9,2.690119048,1.841390825,3.500827526,2.844798387,6.590246806,6.830315315,6.617950058,9.605795587,10.43002904,0,3
S01008541,Fairmilehead - 01,886,886,323,13.366682,0.133666,2355.97688137,133666.823689,Fairmilehead,City of Edinburgh,919,530,16,9,25,66,18,46,13,0,43,95,6.13,19,1,17,9,28,5,3.846896163,1.950922686,5.078735892,3.300716561,7.176526524,8.34704878,8.335569977,14.20328442,14.82532167,0,3
S01008542,Fairmilehead - 02,942,942,337,30.98813,0.30988,3137.2284344,309881.30933,Fairmilehead,City of Edinburgh,1678,1011,18,14,25,14,0,53,12,2,52,95,6.06,29,2,16,24,40,10,4.197895435,1.906671975,4.805084926,3.539617706,7.885015924,8.124574468,7.773991507,14.23755839,15.27803079,0,3
S01008543,Fairmilehead - 03,740,740,259,10.843225,0.108432,2282.95078923,108432.245986,Fairmilehead,City of Edinburgh,749,458,13,5,20,41,41,47,10,9,48,94,6.34,33,3,22,7,16,4,4.954949324,2.663243243,5.79060473,1.973161157,8.348192568,9.392156398,11.17078378,18.34408108,18.96622297,0,3
S01008544,Fairmilehead - 04,653,653,216,16.273157,0.162731,2515.34420113,162731.576067,Fairmilehead,City of Edinburgh,662,457,13,6,20,6,0,74,9,4,33,,6.21,11,2,20,6,21,12,5.37136294,4.563016845,5.798445636,5.4668,8.757894334,8.981293706,15.2867075,18.56647779,21.91343032,0,3
S01008545,Fairmilehead - 05,898,898,334,40.323264,0.403233,4471.2320712,403232.642371,Fairmilehead,City of Edinburgh,852,502,5,3,20,4,20,64,11,0,59,,6.31,23,3,34,,34,3,3.474827394,3.378001114,4.641419822,5.818275862,6.682377506,7.692815534,7.968886414,10.31002227,15.44846325,3,3
S01008546,Fairmilehead - 06,806,806,337,57.134405,0.571345,5643.49100677,571344.038881,Fairmilehead,City of Edinburgh,786,426,10,7,25,25,0,53,15,0,48,,6.33,17,0,22,7,13,1,2.933340571,3.436994417,4.226904467,4.7734375,6.207301489,7.499230769,9.697109181,11.35596464,17.48542184,3,3
S01008547,Gilmerton South and the Murrays - 01,1010,1010,424,44.443595,0.444438,4479.99045805,444435.944435,Gilmerton South and the Murrays,City of Edinburgh,1017,715,40,18,50,74,0,92,13,5,78,80,4.94,68,5,14,11,65,7,5.624556931,3.987482673,3.830457921,4.656454082,5.600767327,3.513622449,15.21754455,15.7349604,15.10952475,0,3
S01008548,Gilmerton South and the Murrays - 02,835,835,347,26.310448,0.263104,3749.54991803,263104.48803,Gilmerton South and the Murrays,City of Edinburgh,861,605,60,21,65,23,44,46,15,2,78,83,5.8,88,0,8,9,65,6,5.263443114,4.333248503,3.585035928,4.734372093,4.242194611,4.777346154,12.84075749,11.86354491,11.6291976,0,3
S01008549,Gilmerton South and the Murrays - 03,952,948,439,604.22372,6.042237,21197.9292045,6042237.23026,Gilmerton South and the Murrays,City of Edinburgh,1173,808,67,44,70,30,41,95,20,5,87,84,5.34,82,3,5,24,112,23,4.185940126,3.025903361,2.177037815,4.277910798,2.592384454,4.798993506,8.303602941,7.205018382,6.921727941,2,2
S01008550,Mortonhall and Anwickhill - 01,798,798,346,49.16334,0.491633,4880.90784429,491633.398676,Mortonhall and Anwickhill,City of Edinburgh,777,523,30,16,40,0,19,55,11,0,57,88,6.11,51,3,17,,49,19,2.471553885,2.950623434,3.64731203,5.465457516,8.089558271,5.856428571,13.16518797,13.89743734,19.28658521,6,3
S01008551,Mortonhall and Anwickhill - 02,984,969,496,21.123731,0.211238,2838.12773104,211237.308635,Mortonhall and Anwickhill,City of Edinburgh,913,552,49,28,60,41,74,62,17,3,73,86,5.08,52,11,10,20,104,17,1.683531504,2.162136687,2.882726118,4.679829545,7.264590955,5.279587156,8.729194614,9.45828252,14.75262703,0,3
S01008552,Mortonhall and Anwickhill - 03,876,876,383,29.126098,0.291261,2898.0675288,291260.97449,Mortonhall and Anwickhill,City of Edinburgh,858,531,24,15,50,43,78,63,16,0,74,76,5.48,47,1,14,13,43,12,3.857822489,3.788541667,3.167251712,4.842078652,6.21413242,5.818631579,9.392231735,8.222528539,12.60006279,2,2
S01008553,"Gracemount, Southhouse and Burdiehouse - 01",528,523,244,14.139723,0.141397,2715.65770823,141397.228279,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,664,394,84,35,100,36,28,89,14,0,92,68,5.05,84,5,9,24,69,7,2.66610322,2.107428977,1.189914773,3.023233333,4.640999053,4.158617021,6.808068182,4.552291667,11.12129261,0,2
S01008554,"Gracemount, Southhouse and Burdiehouse - 02",1090,1090,368,24.635318,0.246355,3329.70655116,246353.182364,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,1060,676,270,112,190,146,130,130,20,10,124,72,4.68,190,9,5,32,288,14,3.352506881,3.08533945,2.040552752,3.86119883,4.297254587,4.905190972,9.593775229,7.661192661,13.32026147,0,2
S01008555,"Gracemount, Southhouse and Burdiehouse - 03",1036,1027,528,11.492379,0.114924,2347.00629252,114923.797953,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,1063,675,258,118,180,195,208,114,19,5,144,66,5.17,169,2,2,56,235,23,3.821860521,2.390682915,1.334666988,3.207384824,5.73027751,3.912102564,7.915844595,4.462702703,11.28957529,0,2
S01008556,"Gracemount, Southhouse and Burdiehouse - 04",778,778,346,9.659284,0.096593,1633.39358192,96592.8427104,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,796,496,170,69,145,99,169,96,20,9,124,70,5.42,137,7,5,26,149,13,2.049897172,1.548627892,2.42691838,2.230083333,6.390398458,3.951538462,5.42214653,8.068933162,13.61361183,0,2
S01008557,"Gracemount, Southhouse and Burdiehouse - 05",928,914,429,34.346339,0.343464,4266.20320874,343463.382194,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,1432,936,288,137,170,178,272,135,19,7,128,66,4.66,168,7,4,106,141,28,2.449560884,1.811349677,2.418116918,2.366733491,5.834568966,2.978705674,6.233512931,7.935234375,12.16803071,0,2
S01008558,"Gracemount, Southhouse and Burdiehouse - 06",912,912,433,16.531695,0.165318,2122.73102068,165316.953517,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,872,534,184,82,160,198,253,103,19,4,120,68,4.35,124,3,3,45,173,36,2.103785636,1.639627193,1.979991776,3.1564375,6.393193531,3.27328084,6.602565789,7.008245614,14.59340735,0,2
S01008559,Hyvots and Gilmerton - 01,715,715,295,10.864877,0.108649,1493.15257237,108648.786681,Hyvots and Gilmerton,City of Edinburgh,710,438,80,43,120,120,44,71,19,0,111,73,4.85,164,8,5,17,150,20,4.335444056,3.178748252,3.05236014,3.812045455,4.49998951,2.653865979,7.335846154,7.092776224,7.631426573,0,2
S01008560,Hyvots and Gilmerton - 02,699,699,295,13.553891,0.135538,1604.80859363,135538.903747,Hyvots and Gilmerton,City of Edinburgh,678,423,120,53,155,87,126,104,19,5,118,62,5,152,4,9,25,123,11,4.06147711,3.233927039,3.097088698,3.730682927,3.813955651,2.770188679,7.647796853,6.856770386,6.890879828,0,2
S01008561,Hyvots and Gilmerton - 03,674,674,277,12.618025,0.126179,2381.33924356,126180.242135,Hyvots and Gilmerton,City of Edinburgh,705,462,66,30,90,330,137,115,15,5,116,69,5.45,134,4,6,27,136,16,3.103772255,2.861906528,3.289124629,3.788324873,3.685916172,3.198468468,8.703568249,8.557581602,8.445348665,0,2
S01008562,Hyvots and Gilmerton - 04,675,675,344,15.773813,0.157739,2527.00751323,157738.138714,Hyvots and Gilmerton,City of Edinburgh,878,560,259,121,220,270,267,136,26,17,188,73,5.24,144,6,5,22,122,9,3.706477778,3.197425926,3.076411111,2.816883365,3.289185185,3.490331565,8.686562963,7.476644444,7.378407407,0,2
