DataZone,Name,TotPop2011,ResPop2011,HHCnt2011,StdAreaHa,StdAreaKm2,Shape_Leng,Shape_Area,Intermediate_Zone,Council_area,Total_population,Working_Age_population,income_count,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,overcrowded_count,nocentralheating_count,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband,cluster
S01008417,Balerno and Bonnington Village - 01,726,726,299,1029.993186,10.299931,20191.7214196,10299931.7674,Balerno and Bonnington Village,City of Edinburgh,708,397,32,13,35,10,0,26,14,7,56,92,6.14,28,0,30,6,17,8,3.14797865,7.470991736,3.60297865,5.257357955,3.52297865,4.135769231,22.37331612,16.20544077,16.55205579,15,3
S01008418,Balerno and Bonnington Village - 02,692,692,312,2357.049745,23.570499,25944.8617866,23570497.471,Balerno and Bonnington Village,City of Edinburgh,691,378,17,8,30,57,50,38,12,4,72,94,6.3,24,0,13,7,7,10,3.582608382,7.658157514,4.036864162,3.559742647,3.956524566,4.767979798,17.63304913,12.75444725,13.1001987,7,3
S01008419,Balerno and Bonnington Village - 03,525,500,193,136.645688,1.366457,5738.93510576,1366456.8747,Balerno and Bonnington Village,City of Edinburgh,541,338,29,19,60,57,0,100,11,0,72,,6.6,34,0,25,10,30,0,2.43612381,6.391604762,2.890733333,3.023231293,2.810733333,3.161975806,18.66512381,13.40194286,13.74998095,0,3
S01008420,Balerno and Bonnington Village - 04,476,476,190,10.519669,0.105197,1890.09671266,105196.68905,Balerno and Bonnington Village,City of Edinburgh,466,274,11,8,35,8,37,80,15,0,97,,5.62,30,0,13,5,2,0,2.318151261,6.596964286,3.007095588,2.155457746,2.926565126,3.369637681,16.61466387,10.83966387,11.18752101,0,3
S01008421,Balerno and Bonnington Village - 05,858,858,394,14.654407,0.146542,2645.60903691,146544.070175,Balerno and Bonnington Village,City of Edinburgh,884,537,91,51,105,99,65,94,21,7,103,88,5.17,88,2,11,23,61,6,1.305804196,6.02037296,2.037905012,2.588222656,1.959213287,2.917301587,16.15854895,6.965932401,7.310675991,0,3
S01008422,Balerno and Bonnington Village - 06,621,621,241,23.157985,0.23158,3329.51143926,231579.866967,Balerno and Bonnington Village,City of Edinburgh,617,316,7,5,35,24,0,58,14,8,71,,6.38,11,0,19,6,17,4,1.806163446,6.124601449,2.259412238,4.779548193,2.18007649,2.9974,14.34369565,7.591481481,7.93826087,0,3
S01008423,Balerno and Bonnington Village - 07,1063,1063,398,1199.949914,11.9995,29598.5550169,11999499.0276,Balerno and Bonnington Village,City of Edinburgh,1088,685,12,13,35,33,31,53,11,0,66,94,5.78,31,1,24,7,27,3,3.761053622,5.507297742,3.568699436,5.68484127,4.213017404,4.060981308,16.24330903,13.14439323,16.69174036,13,3
S01008424,Balerno and Bonnington Village - 08,835,835,338,32.552726,0.325527,3516.71199385,325527.245472,Balerno and Bonnington Village,City of Edinburgh,836,417,20,14,30,13,0,55,14,0,55,93,5.48,26,1,20,,9,3,3.590988024,3.758769461,3.719790419,5.17,3.98494012,3.641756757,12.97627545,10.67496407,13.66187425,1,3
S01008425,Currie West - 01,2465,955,409,758.782766,7.587827,18368.1085978,7587827.66008,Currie West,City of Edinburgh,3847,3423,20,20,15,58,4,63,7,0,43,92,5.76,39,1,6,19,31,8,4.609474645,3.408249493,4.477314402,3.339361702,5.874682556,4.677061856,9.390756592,13.44433063,20.61633367,19,6
S01008426,Currie West - 02,573,573,264,18.780981,0.18781,2653.85984396,187809.797519,Currie West,City of Edinburgh,599,333,45,25,95,85,56,102,21,7,99,87,5.25,105,5,11,7,43,6,3.831361257,1.572975567,2.501849913,2.315939227,6.035658813,2.32040404,5.71469459,7.372591623,16.22200698,0,2
S01008427,Currie West - 03,1068,1068,397,18.571943,0.18572,2759.62382706,185719.448921,Currie West,City of Edinburgh,1084,717,14,8,35,53,0,51,12,3,60,93,6.18,36,1,12,3,48,4,4.883417603,3.600870787,4.095060861,4.001586207,7.029351592,4.38755618,15.80701311,15.51355805,24.56599719,0,3
S01008428,Currie West - 04,676,676,316,14.253934,0.14254,2495.83854545,142539.343412,Currie West,City of Edinburgh,696,399,56,26,75,139,183,83,19,12,97,84,5.52,110,3,13,9,61,4,3.744981509,1.702174556,2.40045858,3.255718954,4.753088018,2.55432,7.503254438,6.759400888,11.9393676,0,2
S01008429,Currie East - 01,841,841,352,19.175488,0.191755,2752.99709115,191754.877495,Currie East,City of Edinburgh,964,583,22,13,35,25,36,55,14,3,66,94,6.29,39,0,17,20,25,6,2.528653389,2.103275862,1.593058859,1.943778802,6.747057075,4.06496,6.786200951,4.603888228,15.35972652,0,2
S01008430,Currie East - 02,666,666,276,46.814349,0.468143,6492.45626274,468143.476325,Currie East,City of Edinburgh,831,500,44,25,55,44,0,51,17,0,67,,5.71,37,0,22,24,66,9,1.986764264,2.343667417,1.763314565,3.142166667,6.526058559,4.51808642,6.867875375,5.80490991,14.5214039,0,2
S01008431,Currie East - 03,842,842,352,17.246664,0.172467,2715.33365074,172466.638807,Currie East,City of Edinburgh,825,471,22,22,45,13,62,52,16,5,72,94,6.13,42,0,13,10,40,3,2.826134204,3.649804038,2.69692696,1.931243243,7.962511876,5.671710526,11.67523159,9.952108076,19.3358848,0,3
S01008432,Currie East - 04,701,701,293,132.699211,1.326992,7622.54183163,1326992.10741,Currie East,City of Edinburgh,679,366,8,9,35,21,56,51,14,7,79,92,5.4,39,2,17,9,26,2,2.152599857,4.116883024,3.073605563,2.382307692,7.663577033,6.118872549,11.57808845,8.859422254,17.80945792,3,3
S01008433,Baberton and Juniper Green - 01,807,807,348,17.383602,0.173836,2230.9035089,173836.02066,Baberton and Juniper Green,City of Edinburgh,806,449,23,7,40,21,22,38,14,0,62,,6.1,50,3,15,12,21,9,4.184278191,2.993770136,3.601474597,4.019486486,4.31972119,3.579036145,14.13954771,10.60012392,12.35127014,0,3
S01008434,Baberton and Juniper Green - 02,801,801,322,20.038744,0.200388,3609.61684383,200387.448307,Baberton and Juniper Green,City of Edinburgh,940,578,26,15,30,13,0,85,18,2,71,89,5.92,47,1,14,21,28,18,4.383682896,2.706036205,3.778970037,3.640042017,4.483554931,3.680301205,12.55007491,10.17979401,12.05222846,0,3
S01008435,Baberton and Juniper Green - 03,766,766,301,29.543123,0.29543,2896.57921629,295431.225331,Baberton and Juniper Green,City of Edinburgh,789,455,8,6,30,44,0,68,14,6,59,90,5.53,42,0,10,22,27,5,4.243697781,2.358854439,3.694030679,3.291,4.382353133,3.657454545,10.1001893,10.03658943,12.30625,0,3
S01008436,Baberton and Juniper Green - 04,870,836,356,23.656009,0.236559,2721.6112553,236560.086131,Baberton and Juniper Green,City of Edinburgh,993,521,26,17,55,39,18,82,15,4,60,95,6.25,33,0,25,9,25,2,3.610551724,2.834364943,4.098747126,2.993296089,4.85670977,4.379385965,9.411063218,7.717965517,12.89704023,0,3
S01008437,Baberton and Juniper Green - 05,710,708,367,26.79444,0.267945,2875.17665689,267944.402528,Baberton and Juniper Green,City of Edinburgh,765,466,30,21,70,53,21,59,16,5,69,89,6,38,0,13,9,55,12,2.595774648,4.060880282,3.920669014,2.716223022,6.089330986,5.819047619,8.857767606,6.383183099,13.5430493,8,2
S01008438,Bonaly and The Pentlands - 01,443,437,189,1830.395857,18.303958,29038.5995578,18303958.5965,Bonaly and The Pentlands,City of Edinburgh,665,431,17,13,40,52,0,68,13,17,65,,6.14,40,0,30,22,36,2,3.577048533,3.334204289,3.96962754,2.258141026,6.382420993,4.997843137,10.93362302,11.79942438,25.6087246,14,3
S01008439,Bonaly and The Pentlands - 02,1120,1112,434,36.689878,0.366899,3883.04083603,366898.769386,Bonaly and The Pentlands,City of Edinburgh,1198,732,18,11,30,20,14,54,10,3,53,,6.41,10,0,20,5,30,5,3.132477679,3.247247768,3.974854911,1.853484848,5.644745536,4.912325905,7.057642857,9.051736607,24.35523661,0,3
S01008440,Bonaly and The Pentlands - 03,997,997,403,33.419327,0.334193,3690.75693489,334193.268842,Bonaly and The Pentlands,City of Edinburgh,999,549,19,14,35,58,18,47,11,9,55,95,5.95,12,1,35,13,16,3,4.297670512,2.931494483,3.604332999,2.804755556,6.891421765,5.578076923,7.705902708,9.328445336,23.20833501,0,3
S01008441,Bonaly and The Pentlands - 04,465,465,186,11.759663,0.117597,1751.69543013,117596.621039,Bonaly and The Pentlands,City of Edinburgh,477,276,6,3,25,76,33,45,11,0,49,,6.38,24,0,33,4,11,8,3.832209677,3.223510753,3.951543011,2.85444,5.363451613,4.806527778,6.853935484,8.885419355,22.56252688,0,3
S01008442,Bonaly and The Pentlands - 05,688,680,303,28.389541,0.283895,3989.60917834,283895.407441,Bonaly and The Pentlands,City of Edinburgh,701,450,10,9,25,0,0,77,13,0,44,,5.56,16,0,25,9,17,12,4.382325581,2.776842297,3.146140988,3.219065421,5.973361192,4.988589744,6.682412791,7.696598837,21.47234012,0,3
S01008443,Bonaly and The Pentlands - 06,582,582,252,32.492692,0.324926,3430.02204246,324926.934185,Bonaly and The Pentlands,City of Edinburgh,617,360,18,9,20,11,0,77,11,6,57,,6.33,30,0,31,15,9,4,4.172912371,3.300575601,3.216636598,3.987047619,4.415347938,5.012222222,7.017628866,5.455614261,9.873114261,0,3
S01008444,Colinton and Kingsknowe - 01,634,623,260,63.390873,0.633908,4962.82132404,633908.727315,Colinton and Kingsknowe,City of Edinburgh,872,549,22,7,40,8,13,106,15,0,62,,5.79,47,5,4,16,57,6,2.565500789,2.288781546,3.422350158,3.213293651,7.853205836,4.77125,8.74444795,9.023426656,18.62278391,0,3
S01008445,Colinton and Kingsknowe - 02,920,909,403,52.531187,0.525312,3540.1701502,525311.855322,Colinton and Kingsknowe,City of Edinburgh,1170,685,70,11,75,76,10,90,13,2,99,91,5.73,69,0,4,17,95,6,3.331285326,1.87282337,3.315940217,3.346146067,8.246236413,4.40011194,8.267086957,9.769633152,20.01243478,1,3
S01008446,Colinton and Kingsknowe - 03,1128,781,323,75.406995,0.75407,6399.61800543,754069.955448,Colinton and Kingsknowe,City of Edinburgh,1180,650,10,5,20,12,0,59,9,0,54,,6.25,18,0,12,7,13,3,3.306881649,1.770363475,3.077316046,4.014619289,8.044257535,4.42951049,6.595263741,7.642845745,18.56775266,3,3
S01008447,Colinton and Kingsknowe - 04,675,675,286,35.716657,0.357166,4684.04151529,357166.561716,Colinton and Kingsknowe,City of Edinburgh,734,406,5,7,20,43,25,54,11,0,58,,6.5,21,0,19,4,14,11,3.961955556,4.0594,3.609807407,4.639646018,4.035966667,5.641202532,11.94542593,9.397262963,10.50938519,0,3
S01008448,Colinton and Kingsknowe - 05,755,755,315,75.13433,0.751344,5453.67793126,751343.297444,Colinton and Kingsknowe,City of Edinburgh,761,475,15,15,40,9,22,39,12,15,51,94,5.94,54,3,19,6,35,3,2.981486755,5.05857947,4.746215232,3.989666667,3.052824503,6.574241071,13.21807285,10.50063245,7.685609272,0,3
S01008449,Clovenstone and Wester Hailes - 01,795,795,351,13.992095,0.139922,1829.23372737,139920.962342,Clovenstone and Wester Hailes,City of Edinburgh,867,567,210,98,155,168,219,134,20,5,128,75,5.33,142,7,10,13,125,14,4.37768239,2.397433962,3.693698113,2.202586207,4.320918239,3.731307339,8.152628931,9.366408805,11.32139937,0,2
S01008450,Clovenstone and Wester Hailes - 02,592,555,256,7.904738,0.079047,1545.45542723,79047.3922539,Clovenstone and Wester Hailes,City of Edinburgh,660,429,155,41,125,87,288,156,20,8,103,75,4.36,129,10,3,33,116,11,4.531089527,2.589497466,3.643826014,2.891386139,4.174839527,3.62300885,7.921300676,8.726680743,10.73168074,0,2
S01008451,Clovenstone and Wester Hailes - 03,699,699,325,6.201243,0.062014,1218.62913805,62012.42784,Clovenstone and Wester Hailes,City of Edinburgh,735,487,209,125,225,164,443,165,23,7,109,65,4.65,208,6,3,70,159,10,3.101144492,0.867914878,2.454391989,2.857908163,3.08527897,2.435841584,3.475143062,7.063905579,8.757632332,0,4
S01008452,Clovenstone and Wester Hailes - 04,631,631,271,5.259545,0.052595,1161.10223679,52595.4420425,Clovenstone and Wester Hailes,City of Edinburgh,676,431,222,96,205,304,186,113,19,19,121,72,5.28,171,6,8,43,163,4,4.008656894,1.864037242,3.180610143,2.832724138,3.738490491,3.286478495,6.42881141,6.779952456,8.785958796,0,2
S01008453,Clovenstone and Wester Hailes - 05,506,506,215,5.355278,0.053554,1201.51528052,53552.7734225,Clovenstone and Wester Hailes,City of Edinburgh,693,497,75,32,105,133,87,73,16,8,98,72,5.32,121,1,4,11,192,4,3.787119565,1.334288538,2.999323123,2.953920705,3.540647233,3.172094017,6.170721344,7.224841897,9.229841897,0,2
S01008454,The Calders - 01,951,951,393,8.968337,0.089684,2370.40989074,89683.3779424,The Calders,City of Edinburgh,940,638,251,112,190,211,133,129,20,6,120,73,5.11,139,7,4,27,168,16,3.444450578,2.520191903,2.809555731,3.727466887,3.529931651,2.825436242,11.00233964,7.288228181,8.909900105,0,2
S01008455,The Calders - 02,1000,1000,501,16.130913,0.161309,2438.41185761,161309.136158,The Calders,City of Edinburgh,987,669,229,122,155,165,403,97,20,7,101,73,4.6,166,9,5,54,213,4,2.87214,3.1670275,2.3761075,3.348168498,3.79854,2.132813688,11.4407125,6.198995,10.591835,0,2
S01008456,The Calders - 03,973,973,528,10.231194,0.102313,1827.07836114,102311.944696,The Calders,City of Edinburgh,996,685,309,180,230,261,377,185,22,8,144,73,4.6,155,6,3,67,203,26,2.739529805,3.002929085,1.419445015,2.345376344,3.463967112,1.9575,11.04339157,4.728530319,10.96175745,0,2
S01008457,The Calders - 04,616,616,353,9.467912,0.09468,1876.93412751,94679.119697,The Calders,City of Edinburgh,609,348,131,62,180,169,106,125,25,3,123,77,4.93,162,6,2,29,120,9,1.985292208,2.30262987,1.561099838,2.697236842,2.885714286,1.696527778,9.613246753,5.244760552,10.11102273,0,2
S01008458,The Calders - 05,994,994,428,28.030462,0.280305,3852.35752841,280304.618718,The Calders,City of Edinburgh,1033,689,127,51,90,108,171,104,18,4,87,80,5,134,3,3,25,118,19,2.39429326,2.313649396,2.286370724,2.938228782,2.987316398,1.991041667,10.16273893,7.651908954,9.890372233,0,2
S01008459,Murrayburn and Wester Hailes North - 01,741,741,393,18.612515,0.186125,2848.92031994,186125.154153,Murrayburn and Wester Hailes North,City of Edinburgh,783,538,216,128,195,253,338,120,20,11,141,71,5.2,152,13,2,154,122,34,3.247209852,2.664153171,2.347904858,3.935591133,2.640408232,2.827964286,8.002894737,6.461336032,6.69645749,0,2
S01008460,Murrayburn and Wester Hailes North - 02,805,805,368,6.552342,0.065524,1612.25202121,65523.415347,Murrayburn and Wester Hailes North,City of Edinburgh,824,538,300,125,225,261,408,175,21,10,139,67,4.68,196,6,6,77,172,2,3.819537267,3.517322981,2.873850932,3.564684066,3.350478261,2.991565934,9.574409938,7.921114907,9.685447205,0,2
S01008461,Murrayburn and Wester Hailes North - 03,914,914,450,13.88513,0.13885,3182.4298949,138851.293627,Murrayburn and Wester Hailes North,City of Edinburgh,940,619,293,138,200,142,204,156,21,5,129,63,4.63,186,9,2,111,167,14,3.646690372,3.225992888,2.721843545,3.327659236,3.235681072,2.975833333,9.417904814,7.867491794,9.502858315,0,2
S01008462,Murrayburn and Wester Hailes North - 04,564,564,349,12.196289,0.121964,2243.08281005,121962.89934,Murrayburn and Wester Hailes North,City of Edinburgh,584,377,187,112,215,279,427,184,27,0,139,70,4.93,188,2,7,20,62,1,3.820802305,3.577491135,3.327531028,2.779933921,3.436484929,2.951294964,10.73338652,8.832836879,9.796684397,0,2
S01008463,Murrayburn and Wester Hailes North - 05,670,670,355,24.37343,0.243734,3314.5423643,243734.297094,Murrayburn and Wester Hailes North,City of Edinburgh,673,478,207,116,190,120,435,177,24,15,130,69,4.29,172,9,5,50,141,7,3.83138806,3.053574627,3.036537313,3.98026455,3.648014925,3.284054054,10.1850597,8.864656716,10.45814925,0,2
S01008464,Parkhead and Sighthill - 01,850,850,413,11.482715,0.114828,2156.22344652,114827.158264,Parkhead and Sighthill,City of Edinburgh,859,570,67,25,60,57,46,66,16,4,76,76,5.09,119,1,6,19,137,34,2.776535294,2.171947059,1.939641176,2.819393064,4.267035294,3.891137725,7.438658824,4.671902941,8.672288235,0,2
S01008465,Parkhead and Sighthill - 02,742,742,346,11.593138,0.115931,1782.89458581,115931.378651,Parkhead and Sighthill,City of Edinburgh,732,463,65,24,75,28,39,99,18,6,83,83,5.53,115,0,0,38,88,24,2.548847709,2.513524259,1.882489892,2.806863905,3.741964286,3.13495614,9.768756739,5.050774933,10.95252022,0,2
S01008466,Parkhead and Sighthill - 03,744,744,318,10.226199,0.102261,1743.03945447,102261.9755,Parkhead and Sighthill,City of Edinburgh,715,493,52,28,80,112,76,89,18,6,93,76,4.75,117,8,6,24,107,18,1.962429435,2.421202957,2.112523522,1.624923077,4.027993952,2.706566265,9.845208333,6.473692876,11.54252688,0,2
S01008467,Parkhead and Sighthill - 04,785,785,330,8.525594,0.085257,1592.7960634,85255.929955,Parkhead and Sighthill,City of Edinburgh,806,508,85,28,70,44,55,86,18,6,110,78,5.23,122,3,5,17,66,17,2.142519108,2.586477707,2.522305732,2.0703125,3.402996815,2.212222222,11.79073885,8.59488535,12.35710191,0,2
S01008468,Broomhouse and Bankhead - 01,678,615,232,73.569647,0.735697,5770.17936723,769506.965654,Broomhouse and Bankhead,City of Edinburgh,566,330,55,22,80,100,85,190,26,0,87,65,4.86,141,15,6,34,94,8,2.056932153,2.505014749,1.980088496,3.116028037,4.229196165,3.324875,9.662035398,6.186135693,11.67664454,0,2
S01008469,Broomhouse and Bankhead - 02,577,577,229,8.635862,0.086359,1680.65010893,86358.617418,Broomhouse and Bankhead,City of Edinburgh,668,460,72,19,80,132,0,53,13,6,92,75,5.61,126,0,5,32,89,3,2.494289428,2.65882149,1.487686308,3.291433566,5.433149913,4.557876106,6.95702773,5.047088388,11.1352513,0,2
S01008470,Broomhouse and Bankhead - 03,728,728,298,11.52663,0.115267,2306.07411254,115266.290634,Broomhouse and Bankhead,City of Edinburgh,891,580,201,78,180,182,263,164,23,0,139,70,4.93,165,9,6,27,158,14,2.843368819,2.946854396,1.185003434,3.474161184,5.341407967,4.384338235,9.585460165,2.962623626,13.05543269,0,2
S01008471,Broomhouse and Bankhead - 04,858,858,347,11.254722,0.112547,2059.32390475,112547.216059,Broomhouse and Bankhead,City of Edinburgh,866,559,227,98,195,208,376,258,23,3,147,76,4.89,165,6,5,47,190,10,2.938715035,2.568138112,1.736209207,3.101184615,4.683190559,3.624071146,10.33142774,6.231212121,11.40115385,0,2
S01008472,Broomhouse and Bankhead - 05,714,714,277,22.672151,0.226723,2677.46472995,226721.520771,Broomhouse and Bankhead,City of Edinburgh,725,454,154,54,130,79,77,100,15,6,90,72,4.98,143,8,8,21,163,4,3.106523109,1.288354342,2.199856443,2.024901478,5.252051821,4.542573099,5.388123249,7.473837535,12.66567227,0,2
S01008473,Stenhouse and Saughton Mains - 01,700,700,307,9.224051,0.092241,2147.12094772,92240.5124055,Stenhouse and Saughton Mains,City of Edinburgh,670,487,146,82,185,70,240,181,25,10,107,66,5,143,10,3,55,127,14,3.203560714,1.351803571,2.969064286,1.997756757,5.527067857,5.548586957,5.676285714,9.282964286,13.76897857,0,2
S01008474,Stenhouse and Saughton Mains - 02,779,779,440,13.959809,0.139598,1927.5763611,139598.091087,Stenhouse and Saughton Mains,City of Edinburgh,821,542,202,96,170,177,214,156,23,6,112,76,5,160,9,1,57,113,24,2.941062259,2.093074454,2.954499358,2.478573201,5.756174583,5.97013089,9.611931964,7.379595635,14.01704429,0,2
S01008475,Stenhouse and Saughton Mains - 03,610,610,327,9.198814,0.091988,2473.81461969,91988.1556389,Stenhouse and Saughton Mains,City of Edinburgh,637,444,108,46,125,135,128,121,19,3,115,77,5.47,145,2,8,64,114,3,1.946680328,2.270147541,3.147147541,1.776666667,4.989389344,5.893988764,9.360885246,6.338442623,11.32004918,0,2
S01008476,Stenhouse and Saughton Mains - 04,699,699,406,9.379726,0.093797,1444.86846597,93797.2565,Stenhouse and Saughton Mains,City of Edinburgh,772,533,131,60,110,131,131,121,19,4,108,79,5.44,145,5,7,33,108,5,2.330872675,2.834653076,3.104577969,2.499817518,5.335350501,6.383043478,10.49827611,6.382893419,12.43677396,0,2
S01008477,Stenhouse and Saughton Mains - 05,773,773,465,11.909964,0.1191,2228.27067207,119099.647349,Stenhouse and Saughton Mains,City of Edinburgh,793,521,134,76,140,151,522,93,24,8,115,77,4.71,150,0,7,19,116,5,2.683910091,3.481765847,2.367901035,2.855206612,5.448942432,6.694895105,13.29485123,7.146966365,12.01159444,0,2
S01008478,Stenhouse and Saughton Mains - 06,840,803,439,32.757195,0.327572,4121.96269791,327571.938357,Stenhouse and Saughton Mains,City of Edinburgh,844,568,156,91,155,165,181,163,24,9,111,75,5.28,97,6,5,38,166,6,2.076458333,3.517029762,2.608767857,3.101964912,3.638032738,5.713409091,9.415360119,5.531416667,8.284354167,0,2
S01008479,Stenhouse and Saughton Mains - 07,762,755,407,14.900747,0.149009,2465.00840054,149007.467413,Stenhouse and Saughton Mains,City of Edinburgh,768,528,115,64,140,86,82,120,22,0,121,72,4.93,156,3,4,47,107,11,1.25632874,2.50851706,2.720711942,2.071857143,4.262532808,6.145471698,10.50295276,7.26085958,10.70732612,0,2
S01008480,Stenhouse and Saughton Mains - 08,607,607,279,8.090946,0.080909,1578.95767976,80909.4539265,Stenhouse and Saughton Mains,City of Edinburgh,641,474,83,39,125,95,72,110,18,14,99,68,4.79,123,0,2,53,137,3,2.897108731,2.057121087,3.569864086,2.558485915,5.801783361,6.32862069,9.29878089,10.03947694,14.79116145,0,2
S01008481,Longstone and Saughton - 01,1615,983,373,33.7472,0.337472,3191.93576225,337472.014862,Longstone and Saughton,City of Edinburgh,1619,1247,169,78,120,69,416,103,13,14,131,73,4.82,179,6,6,203,123,16,1.925506192,1.34154644,3.289224458,1.983318777,4.545091331,4.94436019,5.161956656,6.753797214,8.624520124,0,2
S01008482,Longstone and Saughton - 02,614,607,316,9.161952,0.09162,1710.47746625,91619.526272,Longstone and Saughton,City of Edinburgh,623,385,100,46,120,73,95,83,22,7,105,84,5.25,125,4,3,14,77,22,2.48269544,2.276457655,3.610537459,2.902541667,3.059714984,4.236238095,7.260936482,7.526787459,5.345736971,0,2
S01008483,Longstone and Saughton - 03,598,598,327,6.350732,0.063507,1498.19472503,63507.3045,Longstone and Saughton,City of Edinburgh,612,416,118,62,130,201,84,88,18,11,118,71,4.59,121,8,13,23,69,5,3.757157191,3.899757525,5.232253344,2.577955466,4.224669732,5.89257764,14.87212375,11.75034281,9.427784281,0,2
S01008484,Longstone and Saughton - 04,754,754,342,17.631377,0.176315,2407.44159998,176313.765016,Longstone and Saughton,City of Edinburgh,787,507,57,34,80,79,57,123,20,3,94,81,5.07,97,1,5,13,74,19,2.914993369,3.489114721,4.825109416,1.761449275,3.454555703,5.445128205,12.96193634,11.25628979,8.65293435,0,2
S01008485,Longstone and Saughton - 05,1015,1015,408,22.852374,0.228523,2190.4565815,228523.752815,Longstone and Saughton,City of Edinburgh,867,543,36,15,55,26,15,74,13,0,66,87,5.13,82,2,9,13,112,11,1.812002463,3.499559113,4.675729064,2.567140078,2.306591133,5.462,11.36025616,10.19258867,5.752935961,0,3
S01008486,Slateford and Chesser - 01,867,867,459,25.802505,0.258025,2805.37451854,258025.045695,Slateford and Chesser,City of Edinburgh,846,527,109,42,105,88,134,74,21,9,102,87,6.08,88,2,11,53,102,12,2.149048443,3.961326413,3.47704729,3.319709302,3.369714533,6.913214286,11.28542676,9.086000577,8.576222607,0,2
S01008487,Slateford and Chesser - 02,759,759,417,26.756204,0.267562,3575.58411326,267562.04975,Slateford and Chesser,City of Edinburgh,894,720,26,15,50,32,24,50,15,3,59,89,6.07,43,2,14,45,209,16,2.097891963,4.842740448,2.610629117,3.710696203,2.440158103,6.722631579,12.87380764,7.895382082,7.021722661,0,3
S01008488,Slateford and Chesser - 03,764,764,416,10.044945,0.10045,1846.37725406,100449.448734,Slateford and Chesser,City of Edinburgh,857,618,92,39,85,62,73,101,15,3,89,91,6,91,0,4,27,114,19,0.938772906,3.432696335,2.186956806,1.75754902,2.089361911,5.480902778,8.28375,5.195772251,5.017329843,0,2
S01008489,Slateford and Chesser - 04,620,620,305,9.574498,0.095745,1596.57638108,95744.978828,Slateford and Chesser,City of Edinburgh,610,428,69,48,115,83,165,98,22,6,93,77,5.22,110,1,11,11,66,17,3.112850806,4.560584677,3.534834677,2.802704082,3.465112903,5.179302326,9.269645161,7.46246371,7.891096774,0,2
S01008490,Slateford and Chesser - 05,893,893,528,8.822628,0.088227,1356.52618113,88226.277823,Slateford and Chesser,City of Edinburgh,912,672,84,45,70,75,35,86,15,7,78,74,5.8,68,0,7,44,184,51,1.178390258,3.012138858,2.762883539,1.293926174,2.099708847,4.983364486,7.439543673,7.841016237,5.851153415,0,2
S01008491,Slateford and Chesser - 06,914,914,487,9.288784,0.092889,1764.6852365,92887.8372799,Slateford and Chesser,City of Edinburgh,986,765,65,41,70,128,34,106,11,4,82,79,,82,6,2,25,176,46,1.993323304,2.799945295,3.110035558,1.989352518,2.016198031,4.319042553,6.225210613,8.910752188,5.338922319,0,2
S01008492,Gorgie West - 01,944,944,515,7.484733,0.074847,1414.16398289,74847.3390536,Gorgie West,City of Edinburgh,1341,1126,157,97,125,47,54,144,15,8,93,73,5.29,103,3,5,22,161,40,2.560293962,2.740203919,2.409989407,3.34519337,1.98732786,4.070422535,4.627002119,8.32689089,4.679592161,0,2
S01008493,Gorgie West - 02,793,793,420,17.847225,0.178472,2890.76798674,178472.24241,Gorgie West,City of Edinburgh,1052,763,116,82,125,157,122,95,22,5,101,83,4.96,78,5,6,65,180,27,2.019129887,4.154861286,2.319120429,3.382121212,2.996576293,4.312311828,8.176929382,4.62943884,6.023757881,0,2
S01008494,Gorgie West - 03,688,688,409,27.062811,0.270629,4074.65275836,270628.121375,Gorgie West,City of Edinburgh,1024,828,137,115,140,175,187,157,19,3,94,70,5,99,16,2,85,193,102,1.497383721,3.726271802,1.917132994,2.551615385,2.631860465,4.520976563,8.248531977,4.168568314,5.142340116,0,2
S01008495,Gorgie West - 04,891,891,589,10.049699,0.100498,1554.98261261,100496.977862,Gorgie West,City of Edinburgh,971,875,67,64,90,84,42,121,12,6,56,,,75,50,3,27,371,155,2.289612795,3.981590909,1.189570707,3.370743243,2.238313692,2.853823529,6.678959035,3.28983165,5.347222222,0,1
S01008496,Gorgie West - 05,956,956,676,3.458548,0.034584,905.848681659,34585.485853,Gorgie West,City of Edinburgh,1027,918,67,43,55,95,32,108,12,5,70,,,51,14,2,32,360,187,2.72290272,3.302635983,0.816720711,3.212378049,1.983211297,2.856136364,6.890805439,2.114037657,5.319299163,0,2
S01008497,Gorgie East - 01,786,786,572,4.794566,0.047946,1441.15001181,47945.6579795,Gorgie East,City of Edinburgh,944,850,57,42,50,78,117,86,15,13,56,,,63,22,5,16,289,159,2.817662214,2.965295802,1.14110369,3.021328125,2.026863868,3.098571429,6.140833333,3.073129771,6.135801527,0,2
S01008498,Gorgie East - 02,772,764,525,18.558309,0.185581,2221.70409007,185583.101804,Gorgie East,City of Edinburgh,889,749,101,80,125,186,157,139,18,9,73,81,4.57,75,3,3,34,270,110,2.938218912,1.862027202,1.583989637,2.614384615,2.973746762,1.665326087,3.148714378,3.45259715,5.616159326,0,2
